iter	Logloss
198	0.6185385182
199	0.6184168551
200	0.618328781
201	0.6182914175
202	0.6182039676
203	0.6181312779
204	0.6180869512
205	0.61800493
206	0.6179006727
207	0.617822746
208	0.6177888925
209	0.617667027
210	0.6176235641
211	0.6175511446
212	0.6175028088
213	0.6174437223
214	0.617437196
215	0.6173435762
216	0.6173336094
217	0.6173138815
218	0.6172905884
219	0.6171869942
220	0.6171325544
221	0.6170921269
222	0.6170594684
223	0.6169550834
224	0.6169408199
225	0.6169103859
226	0.6168849297
227	0.6168748039
228	0.616840095
229	0.6167682324
230	0.6167548483
231	0.6167235675
232	0.6166570817
233	0.6165784627
234	0.6165128693
235	0.6164714075
236	0.6164175386
237	0.6163755885
238	0.6163476305
239	0.6163423057
240	0.6162663886
241	0.6162568615
242	0.6162184899
243	0.6161976675
244	0.6161287572
245	0.6160542534
246	0.6160362879
247	0.6159595817
248	0.6158739561
249	0.6158454738
250	0.6157991678
251	0.6157529828
252	0.6157203118
253	0.6156820558
254	0.6156250253
255	0.615565799
256	0.6155007297
257	0.6154833395
258	0.6154297917
259	0.615418337
260	0.6153456472
261	0.6153078184
262	0.6152705873
263	0.6152387179
264	0.6152302444
265	0.6151865804
266	0.6151374176
267	0.6150853511
268	0.6150755429
269	0.6150154285
270	0.6149709017
271	0.6149625805
272	0.614956725
273	0.614949305
274	0.6149190127
275	0.6149093883
276	0.6148570681
277	0.6148063162
278	0.6147865882
279	0.6147180758
280	0.6147178714
281	0.6147114872
282	0.6146995064
283	0.6146250907
284	0.6145798457
285	0.6145645316
286	0.6145319128
287	0.6144937626
288	0.6144491672
289	0.6144341552
290	0.6144293882
291	0.6143643166
292	0.6143084236
293	0.6143007731
294	0.6142269124
295	0.6142052619
296	0.6141773757
297	0.6141516983
298	0.6141078311
299	0.6140890393
300	0.6140693437
301	0.6140625664
302	0.6140498874
303	0.6140148494
304	0.6140071939
305	0.6139927726
306	0.6139726988
307	0.6139346712
308	0.6138491646
309	0.6137971691
310	0.6137899987
311	0.6137564731
312	0.6137212165
313	0.6136711218
314	0.613650252
315	0.6135791971
316	0.6134915238
317	0.6134557299
318	0.6133932674
319	0.6133932427
320	0.6133643056
321	0.6133455301
322	0.6133383274
323	0.6133331434
324	0.6132948836
325	0.6132934099
326	0.6132530892
327	0.6132498508
328	0.613224604
329	0.6132064435
330	0.6131778818
331	0.6131351162
332	0.6131320338
333	0.6131014855
334	0.6130638639
335	0.6130429322
336	0.6130268049
337	0.6129499751
338	0.6129027208
339	0.6128617273
340	0.6128555215
341	0.6128144328
342	0.6127630704
343	0.6127615317
344	0.612722042
345	0.6126651428
346	0.6126371797
347	0.6125856851
348	0.6125702651
349	0.6125482744
350	0.6124967645
351	0.612496703
352	0.6124893366
353	0.6124576454
354	0.6124545382
355	0.6124480971
356	0.6124452267
357	0.6124379763
358	0.6124065856
359	0.6123833716
360	0.6123584074
361	0.6123516984
362	0.612344834
363	0.612335572
364	0.6122853833
365	0.6122627097
366	0.6122439284
367	0.6122380916
368	0.6121881078
369	0.6121549822
370	0.6121541066
371	0.6121487759
372	0.6121117537
373	0.6121117394
374	0.6120835456
375	0.6120760098
376	0.6120704025
377	0.6120676963
378	0.6120392772
379	0.6119809878
380	0.6119793982
381	0.611926049
382	0.6119255599
383	0.6118640306
384	0.6118106858
385	0.6117916442
386	0.6117750796
387	0.6117598266
388	0.6117363155
389	0.611731687
390	0.6117214031
391	0.6117007074
392	0.6116754744
393	0.6116381166
394	0.6116380878
395	0.6115558714
396	0.6115296837
397	0.6115065622
398	0.611457515
399	0.611457507
400	0.611454966
401	0.6114222433
402	0.6113991772
403	0.6113823076
404	0.6113398396
405	0.6112799806
406	0.6112777799
407	0.6112729667
408	0.6112691718
409	0.6112204167
410	0.611189771
411	0.6111864442
412	0.611132506
413	0.6111123915
414	0.6110765455
415	0.611050154
416	0.6110413952
417	0.6110342134
418	0.611026703
419	0.6110103422
420	0.6110056262
421	0.6109690356
422	0.6109633763
423	0.6109416586
424	0.6109174807
425	0.6109125094
426	0.6109109074
427	0.6108671825
428	0.6108541118
429	0.6108322483
430	0.6108073387
431	0.6108004859
432	0.6107394358
433	0.6106882955
434	0.6106821019
435	0.6106789131
436	0.6106591531
437	0.6106583511
438	0.6106305271
439	0.6106172182
440	0.6106020318
441	0.6106020271
442	0.6105966367
443	0.6105895967
444	0.6105796894
445	0.6105391164
446	0.6105131374
447	0.6104935758
448	0.610485503
449	0.6104725264
450	0.6104320369
451	0.6104314378
452	0.6104034868
453	0.6103949879
454	0.6103865892
455	0.6103669104
456	0.6103472231
457	0.610336483
458	0.6103297729
459	0.6102615351
460	0.6102317938
461	0.6102031271
462	0.6101847339
463	0.6101744872
464	0.6101552469
465	0.6101390106
466	0.6101364895
467	0.610120381
468	0.6101183641
469	0.6100982277
470	0.6100760327
471	0.6100510725
472	0.610019548
473	0.6100020702
474	0.6099993975
475	0.6099943006
476	0.6099911322
477	0.609987047
478	0.6099700178
479	0.6099693801
480	0.6099513028
481	0.6098561334
482	0.6097999505
483	0.6097901867
484	0.6097238846
485	0.6097238053
486	0.609719664
487	0.6096635972
488	0.6096470299
489	0.6096209832
490	0.6096022679
491	0.6095994473
492	0.6095932912
493	0.6095590432
494	0.6095481987
495	0.6095415315
496	0.609531223
497	0.6095268794
498	0.6094850894
499	0.6094786027
500	0.609465872
501	0.6094657068
502	0.6094485756
503	0.6094485749
504	0.6094485739
505	0.6094485729
506	0.6094301068
507	0.6094301054
508	0.6094143272
509	0.6094131491
510	0.6093817824
511	0.6093301756
512	0.60931081
513	0.6092819476
514	0.6092741655
515	0.6092715417
516	0.6092710689
517	0.6092610847
518	0.6092598583
519	0.6092516692
520	0.60922177
521	0.6092042412
522	0.6091750471
523	0.6091606175
524	0.6091009116
525	0.6091009076
526	0.6091009067
527	0.6090918852
528	0.6090716437
529	0.6090636587
530	0.6090549145
531	0.6090077458
532	0.6089609253
533	0.6089181864
534	0.6088687902
535	0.6088515486
536	0.6088389077
537	0.6087937303
538	0.6087761544
539	0.6087245702
540	0.6087224126
541	0.6087055897
542	0.6086729577
543	0.6086644394
544	0.6086644377
545	0.608662681
546	0.6086330553
547	0.6086191094
548	0.6085763211
549	0.6085251955
550	0.6085109843
551	0.608504451
552	0.608500525
553	0.6084928867
554	0.6084679722
555	0.6084656901
556	0.6084340785
557	0.6084289777
558	0.6083992955
559	0.6083661862
560	0.6083661858
561	0.6083342818
562	0.6083204449
563	0.6083044938
564	0.6082957736
565	0.6082343865
566	0.608229475
567	0.6081941503
568	0.6081536704
569	0.6081450136
570	0.6081448264
571	0.6081289628
572	0.6080789882
573	0.6080556441
574	0.6080454151
575	0.6080434147
576	0.6080428251
577	0.6080265078
578	0.6079968072
579	0.607984204
580	0.6079842033
581	0.6079722722
582	0.6079299479
583	0.6078844261
584	0.6078844244
585	0.6078823871
586	0.6078784225
587	0.6078538852
588	0.6078406461
589	0.6078249806
590	0.6077777041
591	0.6077760703
592	0.607772358
593	0.6077635484
594	0.6077558555
595	0.6077384135
596	0.6077374252
597	0.6077083438
598	0.6077034062
599	0.6076890037
600	0.60767004
601	0.6076538159
602	0.6076432599
603	0.6076134833
604	0.6076095189
605	0.6075950969
606	0.6075832468
607	0.6075827971
608	0.6075821548
609	0.6075185858
610	0.6075185858
611	0.607516239
612	0.6075103713
613	0.6075103713
614	0.6074788167
615	0.6074772463
616	0.6074687264
617	0.6074497022
618	0.6074375426
619	0.6074000708
620	0.6073896024
621	0.6073875972
622	0.6073806102
623	0.6073409617
624	0.6073378328
625	0.6073280858
626	0.6073274633
627	0.6072978781
628	0.6072978772
629	0.60727093
630	0.6072703715
631	0.6072590001
632	0.6072491776
633	0.6072437282
634	0.60721555
635	0.6072145484
636	0.607210873
637	0.6072108723
638	0.6072108723
639	0.6071917625
640	0.6071744459
641	0.6071584471
642	0.6071566386
643	0.6071489873
644	0.6071489872
645	0.6071252732
646	0.6071243464
647	0.607123567
648	0.6070868236
649	0.6070858767
650	0.6070838318
651	0.6070449063
652	0.607040805
653	0.6070213802
654	0.6069909204
655	0.6069541754
656	0.606934632
657	0.6069041532
658	0.6068848589
659	0.6068610708
660	0.6068539629
661	0.6068488074
662	0.6068428976
663	0.6068411202
664	0.6068161053
665	0.6067704853
666	0.6067348137
667	0.6067316725
668	0.6066785237
669	0.6066756971
670	0.6066726588
671	0.606671785
672	0.6066363306
673	0.6066342931
674	0.6066227528
675	0.6066227523
676	0.6066227517
677	0.6066100785
678	0.60659073
679	0.6065890867
680	0.6065405253
681	0.6064991758
682	0.6064710926
683	0.6064710925
684	0.6064422215
685	0.6064420608
686	0.6064227654
687	0.6063977165
688	0.6063890214
689	0.6063890213
690	0.6063687411
691	0.6063687406
692	0.6063562582
693	0.606331273
694	0.6063175702
695	0.6063110988
696	0.6062662811
697	0.6062142948
698	0.6062005411
699	0.6061953719
700	0.60618795
701	0.6061528712
702	0.6061492265
703	0.6061328982
704	0.6061059624
705	0.6060988831
706	0.6060981795
707	0.6060689184
708	0.6060628751
709	0.6060284016
710	0.6060276025
711	0.606024373
712	0.6060180187
713	0.6060088917
714	0.605999241
715	0.6059974469
716	0.6059558082
717	0.6059549211
718	0.6059098543
719	0.6059074551
720	0.6059045756
721	0.6058826734
722	0.6058503359
723	0.6058494987
724	0.6058123845
725	0.6057843815
726	0.6057769499
727	0.6057705536
728	0.6057659914
729	0.6057303771
730	0.6056987115
731	0.6056703945
732	0.6056609734
733	0.6056483202
734	0.6056342197
735	0.6056294879
736	0.6056234316
737	0.605623331
738	0.6056007777
739	0.6056005467
740	0.6055738149
741	0.6055550844
742	0.6055467156
743	0.6055454474
744	0.6055382841
745	0.6055368325
746	0.605536664
747	0.6055366586
748	0.6055366585
749	0.6055366584
750	0.6055305989
751	0.6055287848
752	0.6055175785
753	0.6054968906
754	0.6054968903
755	0.6054779581
756	0.6054771248
757	0.6054743456
758	0.6054251671
759	0.6053778652
760	0.605377865
761	0.6053505762
762	0.6053244531
763	0.6052773026
764	0.6052603605
765	0.6052571368
766	0.6052373945
767	0.6052159705
768	0.6052140421
769	0.605167515
770	0.6051349042
771	0.6051191263
772	0.6051187387
773	0.6051187387
774	0.6051182319
775	0.6050895914
776	0.6050767427
777	0.6050709384
778	0.6050621318
779	0.6050605459
780	0.605059808
781	0.6050511371
782	0.6050227926
783	0.6050198747
784	0.6050075244
785	0.605007503
786	0.6050042743
787	0.604995974
788	0.6049944838
789	0.6049875688
790	0.6049663253
791	0.604962529
792	0.6049487342
793	0.6049133302
794	0.6048889142
795	0.6048735842
796	0.6048705691
797	0.6048369825
798	0.6047856116
799	0.604771141
800	0.6047543492
801	0.6047422025
802	0.6047225516
803	0.6047196312
804	0.6047184688
805	0.6047171108
806	0.6047023266
807	0.6047001261
808	0.6046591985
809	0.6046466817
810	0.6046466815
811	0.6046426708
812	0.6046421581
813	0.6046115044
814	0.6046080869
815	0.6045833345
816	0.6045382316
817	0.6045382315
818	0.6045231601
819	0.6044759132
820	0.6044749189
821	0.6044672639
822	0.6044541423
823	0.6044541423
824	0.6044155258
825	0.6044135152
826	0.6044135151
827	0.604396378
828	0.6043963163
829	0.6043963161
830	0.6043399243
831	0.6043341968
832	0.6043190807
833	0.6043190806
834	0.6043186932
835	0.6043133755
836	0.604312981
837	0.6043092462
838	0.6043086495
839	0.6042862544
840	0.604283517
841	0.604283016
842	0.6042714839
843	0.6042695137
844	0.6042444427
845	0.6042444426
846	0.6042303404
847	0.6042273158
848	0.6041852904
849	0.604160968
850	0.604160968
851	0.6041546958
852	0.6041529275
853	0.6041466134
854	0.6041232538
855	0.6041216391
856	0.6041157226
857	0.6041157032
858	0.6040878522
859	0.6040620161
860	0.604043909
861	0.6040086987
862	0.604008254
863	0.6040030985
864	0.6039965239
865	0.6039473272
866	0.6039135068
867	0.6039004444
868	0.6039004444
869	0.603897239
870	0.6038972335
871	0.6038956968
872	0.6038873285
873	0.6038719493
874	0.6038711376
875	0.6038711363
876	0.6038710849
877	0.6038266826
878	0.6038076727
879	0.6037977613
880	0.6037902851
881	0.6037683415
882	0.6037679745
883	0.6037354655
884	0.6037354655
885	0.6037292302
886	0.6036906199
887	0.6036700819
888	0.6036398007
889	0.6036347028
890	0.603623485
891	0.6036024867
892	0.6035597987
893	0.603543902
894	0.6035420653
895	0.6035260329
896	0.6035260329
897	0.6035046471
898	0.6034953711
899	0.6034803231
900	0.6034714756
901	0.6034714712
902	0.6034701054
903	0.6034670506
904	0.6034633302
905	0.6034199871
906	0.6033708293
907	0.6033708293
908	0.6033557186
909	0.6033456902
910	0.6033376018
911	0.6033054187
912	0.6032785576
913	0.6032785575
914	0.6032737419
915	0.6032359861
916	0.6032329267
917	0.6032329267
918	0.6032307507
919	0.6032256027
920	0.6032040277
921	0.6031896437
922	0.6031687364
923	0.6031687364
924	0.6031635701
925	0.6031373885
926	0.6031319547
927	0.6031034383
928	0.6031012737
929	0.6030992711
930	0.6030619081
931	0.6030454192
932	0.6030223736
933	0.6029995429
934	0.6029812266
935	0.6029566156
936	0.6029417829
937	0.6029417315
938	0.6028983028
939	0.6028983028
940	0.602888666
941	0.6028753483
942	0.6028455638
943	0.602833537
944	0.6028274431
945	0.6028273994
946	0.6028169662
947	0.6028058735
948	0.6027880983
949	0.6027741279
950	0.6027502059
951	0.6027039365
952	0.6027027404
953	0.6026923734
954	0.6026881869
955	0.6026881869
956	0.6026834862
957	0.6026833602
958	0.6026699688
959	0.6025933787
960	0.6025531446
961	0.6025526749
962	0.6024864082
963	0.6024724261
964	0.6024458325
965	0.6024276158
966	0.6024271305
967	0.602390423
968	0.602365232
969	0.6023634415
970	0.6023267781
971	0.6022907215
972	0.6022657436
973	0.6022385009
974	0.6022207353
975	0.6021996466
976	0.6021831005
977	0.6021831005
978	0.6021477379
979	0.6021193146
980	0.6021103483
981	0.6020986133
982	0.6020974223
983	0.6020874174
984	0.602083619
985	0.602083619
986	0.6020792103
987	0.6020581181
988	0.6020393591
989	0.6020098285
990	0.601999373
991	0.6019964051
992	0.6019794212
993	0.6019649363
994	0.6019556804
995	0.6019347382
996	0.6019279301
997	0.6018932784
998	0.6018802302
999	0.6018495944
1000	0.6018463992
1001	0.6018353617
1002	0.6018308468
1003	0.6018294901
1004	0.6017892832
1005	0.601771657
1006	0.6017440409
